#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_tot              
       2.943423823254e+01      -8.866223555722e-06      -5.320608601011e+04      -5.387095496848e+04      -8.614922441122e-06      -5.373107641171e+04 
       3.011984971648e+01      -8.500274462665e-06      -5.340861503685e+04      -5.408441830853e+04      -8.259386335904e-06      -5.394268951204e+04 
       3.082143114342e+01      -8.149251854889e-06      -5.361051284046e+04      -5.429770537099e+04      -7.918351956662e-06      -5.415405541534e+04 
       3.153935450113e+01      -7.812206428281e-06      -5.381180864144e+04      -5.451085089206e+04      -7.590882845296e-06      -5.436520797296e+04 
       3.227400044206e+01      -7.489453070891e-06      -5.401276508369e+04      -5.472418853572e+04      -7.277319037209e-06      -5.457646953646e+04 
       3.302575848523e+01      -7.179640411428e-06      -5.421307406364e+04      -5.493739236702e+04      -6.976317435506e-06      -5.478751717309e+04 
       3.379502722269e+01      -6.882675374289e-06      -5.441285589768e+04      -5.515064346373e+04      -6.687804540581e-06      -5.499852235159e+04 
       3.458221453092e+01      -6.597796979466e-06      -5.461200299115e+04      -5.536382336787e+04      -6.411031593808e-06      -5.520936838983e+04 
       3.538773778704e+01      -6.324446403828e-06      -5.481014747754e+04      -5.557661811980e+04      -6.145454457547e-06      -5.541973312065e+04 
       3.621202409014e+01      -6.062608948775e-06      -5.500793490689e+04      -5.578968643328e+04      -5.891074166598e-06      -5.563027276226e+04 
       3.705551048775e+01      -5.811218837687e-06      -5.520464625818e+04      -5.600236964622e+04      -5.646833732374e-06      -5.584031966797e+04 
       3.791864420750e+01      -5.570208893377e-06      -5.540066811968e+04      -5.621505336271e+04      -5.412680837570e-06      -5.605025933759e+04 
       3.880188289432e+01      -5.339080118365e-06      -5.559581801883e+04      -5.642763063559e+04      -5.188128013218e-06      -5.625997310245e+04 
       3.970569485305e+01      -5.117484145848e-06      -5.579020108520e+04      -5.664024410978e+04      -4.972838329483e-06      -5.646959765436e+04 
       4.063055929677e+01      -4.904841168614e-06      -5.598284358897e+04      -5.685188577113e+04      -4.766244205248e-06      -5.667813100710e+04 
       4.157696660083e+01      -4.701107394675e-06      -5.617563330996e+04      -5.706454078017e+04      -4.568309224092e-06      -5.688754178740e+04 
       4.254541856292e+01      -4.505616945010e-06      -5.636694478653e+04      -5.727666442763e+04      -4.378379400617e-06      -5.709627370988e+04 
       4.353642866909e+01      -4.318336355803e-06      -5.655685934455e+04      -5.748833127630e+04      -4.196434053106e-06      -5.730440234461e+04 
       4.455052236601e+01      -4.138511555003e-06      -5.674565519358e+04      -5.769983281324e+04      -4.021722457410e-06      -5.751221690883e+04 
       4.558823733958e+01      -3.966220121051e-06      -5.693415535465e+04      -5.791210200545e+04      -3.854333023391e-06      -5.772063257938e+04 
       4.665012380003e+01      -3.800978107053e-06      -5.712010656531e+04      -5.812293049462e+04      -3.693794636599e-06      -5.792743546223e+04 
       4.773674477360e+01      -3.642549788878e-06      -5.730574017549e+04      -5.833454008514e+04      -3.539874017795e-06      -5.813484736762e+04 
       4.884867640112e+01      -3.490709029599e-06      -5.748950286410e+04      -5.854557357031e+04      -3.392357342481e-06      -5.834148137282e+04 
       4.998650824345e+01      -3.345035436694e-06      -5.767167413689e+04      -5.875620870750e+04      -3.250829307621e-06      -5.854753100494e+04 
       5.115084359411e+01      -3.205401286461e-06      -5.785275173041e+04      -5.896710764355e+04      -3.115169442229e-06      -5.875363229548e+04 
       5.234229979910e+01      -3.071428184817e-06      -5.803143200224e+04      -5.917701359783e+04      -2.985007459347e-06      -5.895852198723e+04 
       5.356150858428e+01      -2.943107301478e-06      -5.820905321937e+04      -5.938728177582e+04      -2.860340985805e-06      -5.916355173474e+04 
       5.480911639028e+01      -2.820000234267e-06      -5.838481934681e+04      -5.959729119995e+04      -2.740736871612e-06      -5.936807364119e+04 
       5.608578471527e+01      -2.702027706625e-06      -5.855817189133e+04      -5.980649111295e+04      -2.626124537621e-06      -5.957153610909e+04 
       5.739219046571e+01      -2.588930493899e-06      -5.873030864962e+04      -6.001611241164e+04      -2.516247792121e-06      -5.977516404469e+04 
       5.872902631520e+01      -2.480431160308e-06      -5.889991910055e+04      -6.022505044755e+04      -2.410835998826e-06      -5.997782139143e+04 
       6.009700107181e+01      -2.376383329692e-06      -5.906685795799e+04      -6.043309618716e+04      -2.309748828242e-06      -6.017930921013e+04 
       6.149684005388e+01      -2.276677485632e-06      -5.923191688940e+04      -6.064124520270e+04      -2.212881284543e-06      -6.038059056790e+04 
       6.292928547454e+01      -2.181127536772e-06      -5.939428422021e+04      -6.084874918417e+04      -2.120053324852e-06      -6.058090776141e+04 
       6.439509683533e+01      -2.089475773345e-06      -5.955517614057e+04      -6.105691707715e+04      -2.031009039952e-06      -6.078155437697e+04 
       6.589505132884e+01      -2.001708397838e-06      -5.971338370776e+04      -6.126466242453e+04      -1.945742628155e-06      -6.098142555871e+04 
       6.742994425078e+01      -1.917465727453e-06      -5.986792893972e+04      -6.147106348404e+04      -1.863897608852e-06      -6.117959139989e+04 
       6.900058942171e+01      -1.836812229091e-06      -6.001924352173e+04      -6.167675924201e+04      -1.785544109484e-06      -6.137665809053e+04 
       7.060781961847e+01      -1.759377394812e-06      -6.016932179644e+04      -6.188373324305e+04      -1.710310745859e-06      -6.157460953261e+04 
       7.225248701581e+01      -1.685148923456e-06      -6.031434789134e+04      -6.208839555615e+04      -1.638194820326e-06      -6.176982291926e+04 
       7.393546363813e+01      -1.614059666209e-06      -6.045587157026e+04      -6.229239398973e+04      -1.569131593973e-06      -6.196392964616e+04 
       7.565764182193e+01      -1.545896475599e-06      -6.059613264791e+04      -6.249821047795e+04      -1.502907967852e-06      -6.215937218072e+04 
       7.741993468887e+01      -1.480557346262e-06      -6.073159120728e+04      -6.270222470191e+04      -1.439429299343e-06      -6.235254518145e+04 
       7.922327662995e+01      -1.417938100099e-06      -6.086298078421e+04      -6.290536081241e+04      -1.378593982233e-06      -6.254434241709e+04 
       8.106862380095e+01      -1.357878861386e-06      -6.098983606629e+04      -6.310752193467e+04      -1.320244619161e-06      -6.273460954784e+04 
       8.295695462936e+01      -1.300360229152e-06      -6.111320741432e+04      -6.330971258739e+04      -1.264365018812e-06      -6.292435757776e+04 
       8.488927033317e+01      -1.245203692060e-06      -6.123178538294e+04      -6.351095399841e+04      -1.210779451643e-06      -6.311255675691e+04 
       8.686659545176e+01      -1.192325561800e-06      -6.134598347521e+04      -6.371162607080e+04      -1.159407005729e-06      -6.329959198099e+04 
       8.888997838908e+01      -1.141639024144e-06      -6.145523679160e+04      -6.391149208929e+04      -1.110163604118e-06      -6.348517544836e+04 
       9.096049196953e+01      -1.093079525370e-06      -6.155888613832e+04      -6.411000307487e+04      -1.062988030988e-06      -6.366874133775e+04 
       9.307923400683e+01      -1.046533927977e-06      -6.165858710944e+04      -6.430922246345e+04      -1.017767905656e-06      -6.385228802121e+04 
       9.524732788605e+01      -1.001906250039e-06      -6.175151228755e+04      -6.450636323699e+04      -9.744111679988e-07      -6.403302403852e+04 
       9.746592315926e+01      -9.591441212796e-07      -6.183930542079e+04      -6.470309088803e+04      -9.328670408229e-07      -6.421261037185e+04 
       9.973619615504e+01      -9.181660579159e-07      -6.192024337607e+04      -6.489824591728e+04      -8.930567754096e-07      -6.438980028943e+04 
       1.020593506022e+02      -8.788686250793e-07      -6.199599057641e+04      -6.509350599535e+04      -8.548776494947e-07      -6.456626827002e+04 
